library,iln,isil_code,short_name,loan_codes,material_codes
3703/0004,176,NULL,"IGS Aurich-West",NULL,NULL
3703/0005,176,NULL,"Museumsbibl. in Ostfriesland",NULL,NULL
3707,217,NULL,"Ev.-luth. Landeskirche Hannover",NULL,NULL
3707/0001,217,NULL,"Michaeliskloster <Hv 119>",NULL,NULL
3707/0002,217,NULL,"Ev. Luth. LKA <Hv 111>",bdu?,BEGKMSVX
3707/0003,217,NULL,"Klosterbib. Loccum <Lo 1>",NULL,NULL
3708,216,DE-Bs78,"Braunschweig Georg-Eckert-Inst",bdu?,BEGKMSVX
3713,154,NULL,"AWI Bremerhaven <Bv 2>",bdu?,BEGKMSVX
3713/0001,154,DE-Bv2,"AWI Bremerhaven <Bv 2>",NULL,NULL
3713/0002,154,NULL,"AWI Sylt",NULL,NULL
3713/0003,154,NULL,"AWI Helgoland <HG 1>",NULL,NULL
3713/0004,154,NULL,"AWI Potsdam",NULL,NULL
3713/7000,154,DE-Bv2,"D-D AWI Bremerhaven <Bv 2>",f?,BEGKMSVX
3714,702,NULL,"MPI Wissen.Gesch.  <B 2226>",bdu?,BEGKMSVX
3727,210,NULL,"Institut Doku Forschung",bdu?,BEGKMSVX
3754,754,NULL,"MPI Bildungsforschung <B 1532>",NULL,NULL
3781,637,NULL,"Lemgo HS OWL S(KIM) <743>",NULL,NULL
3791,791,NULL,"Dombibliothek Hildesheim",NULL,NULL
4007,7,NULL,"SUB Go? ZDB-Test",NULL,NULL
4252,252,NULL,"Ressortbibliotheken des BMELV",NULL,NULL
4252/0010,252,DE-Bs66,"JKI Braunschweig <Bs 66>",NULL,NULL
4252/0011,252,DE-B85,"Berlin JKI",bdu?,BEGKMSVX
4252/0012,252,DE-Kle2,"JKI Kleinmachnow <Kle 2>",NULL,NULL
4252/0050,252,DE-Q1,"Quedlinburg JKI",bdu?,BEGKMSVX
4252/0051,252,DE-Sib1,"JKI Siebeldingen <Sib 1>",NULL,NULL
4252/0070,252,DE-H140,"Hamburg Thünen-Inst. Fischerei",u?,BEGKMSVX
4252/0071,252,DE-R71,"Rostock TI, FZ Fischerei",u?,BEGKMSVX
4252/0080,252,DE-H105,"Hamburg TI, FZ Wald",bdu?,BEGKMSVX
4252/0090,252,DE-253,"Braunschweig TI FZ LändlRäume",bdu?,BEGKMSVX
4252/0100,252,DE-Gr61,"Greifswald Fr.-Loeffler-Inst.",bdu?,BEGKMSVX
4252/0101,252,DE-Tue67,"FLI Tu?bingen <Tu? 67>",NULL,NULL
4252/0102,252,DE-Wus1,"Wusterhausen Fr.-Loeffler-Inst",bdu?,BEGKMSVX
4252/0103,252,DE-J120,"Jena Fr.-Loeffler-Institut",bdu?,BEGKMSVX
4252/0104,252,DE-Nsr1,"Neustadt/Rbg Fr-Loeffler-Inst.",bdu?,BEGKMSVX
4252/0105,252,DE-Ce4,"Celle FLI Tierschutz",bdu?,BEGKMSVX
4252/0106,252,DE-Bs90,"Braunschweig FLI",bdu?,BEGKMSVX
4252/0110,252,DE-B12,"Berlin BI Risikobewertung",bdu?,BEGKMSVX
4252/0111,252,DE-B12,"Berlin BI Risikobewertung",NULL,NULL
4252/0120,252,DE-B1565,"Berlin BVL",bdu?,BEGKMSVX
4252/0130,252,DE-Ka51,"Karlsruhe MRI, BID",bdu?,BEGKMSVX
4252/0131,252,DE-Det2,"MRI Detmold <Det 2>",NULL,NULL
4252/0132,252,DE-Ki29,"Kiel MRI, BID",bdu?,BEGKMSVX
4252/0133,252,DE-Ku1,"MRI Kulmbach <Ku 1>",NULL,NULL
4252/7100,252,DE-Gr61,"Greifswald Fr.-Loeffler-Inst.",f?,BEGKMSVX
4252/7102,252,DE-Wus1,"Wusterhausen Fr.-Loeffler-Inst",f?,BEGKMSVX
4252/7103,252,DE-J120,"Jena Fr.-Loeffler-Institut",bdu?,BEGKMSVX
4252/7104,252,DE-Nsr1,"Neustadt/Rbg Fr-Loeffler-Inst.",bdu?,BEGKMSVX
4252/7105,252,DE-Ce4,"Celle FLI Tierschutz",bdu?,BEGKMSVX
4252/7106,252,DE-Bs90,"Braunschweig FLI",bdu?,BEGKMSVX
4252/7110,252,DE-B12,"Berlin BI Risikobewertung",f?,BEGKMSVX
4252/7120,252,DE-B1565,"Berlin BVL",f?,BEGKMSVX
4252/7130,252,DE-Ka51,"Karlsruhe MRI, BID",f?,BEGKMSVX
4252/7131,252,DE-Det2,"D-D MRI Detmold <Det 2>",f?,BEGKMSVX
4252/7132,252,DE-Ki29,"Kiel MRI, BID",f?,BEGKMSVX
4273,273,NULL,"BBF Berlin <B478>",NULL,NULL
4308,308,NULL,"Senatsbib. Berlin <B 720>",NULL,NULL
4327,327,NULL,"UdK Berlin <B 170>",NULL,NULL
4328,328,NULL,"Techn. FH Berlin <B 768>",NULL,NULL
4330,330,NULL,"FH Eberswalde <Eb 1>",NULL,NULL
4331,331,NULL,"HS Film Fernsehen <Po 75>",NULL,NULL
4332,332,NULL,"FH Lausitz <Sen 1>",NULL,NULL
4339,339,NULL,"Dt. Inst. Menschenr. <B 1547>",NULL,NULL
4340,340,NULL,"LHA Schwerin <Shw 16>",NULL,NULL
4341,341,NULL,"Ev. Luth. Oberkirchenrat <Old 3>",bdu?,BEGKMSVX
4342,342,DE-Wil5,"Terramare Whv. (FTM) <Wil 5>",NULL,NULL
4342/0001,342,NULL,"Vogelforschung Whv (IfV)",NULL,NULL
4342/0002,342,NULL,"Nationalparkverw. Whv (NPV)",NULL,NULL
4342/0003,342,NULL,"Ku?stenforschung Whv (NIhK)",NULL,NULL
4342/0004,342,NULL,"Senkenberg Whv (SGB)",NULL,NULL
4343,343,NULL,"Angell Akademie Freiburg",NULL,NULL
4344,344,NULL,"Akad. Mode Design Hamburg <1322>",NULL,NULL
4347,347,DE-H365,"Hamburg Media School",NULL,NULL
4348,348,NULL,"Klinikum Neubrandenburg",bdu?,BEGKMSVX
4349,349,NULL,"U?bersee-Museum Bremen <Bre 3>",NULL,NULL
4352,352,NULL,"Nieders. Landesmuseen Bs",NULL,NULL
4352/0001,352,NULL,"Herzog Anton Ulrich-Museum Bs",NULL,NULL
4352/0002,352,NULL,"Landesmuseum Braunschweig",NULL,NULL
4352/0003,352,NULL,"Staatl. Naturhist. Museum Bs",NULL,NULL
4353,353,DE-Ei7,"SLG Bachhaus Eisenach <Ei 7>",NULL,NULL
4354,354,NULL,"Bremische Bu?rgerschaft",NULL,NULL
4355,355,NULL,"Stiftung Sozialgeschichte",NULL,NULL
4356,356,DE-Bre10,"Focke Museum Bremen <Bre 10>",NULL,NULL
4357,357,NULL,"Handelskammer Bremen",NULL,NULL
4358,358,NULL,"Inst. f. Seeverkehrswirtschaft",NULL,NULL
4359,359,NULL,"Inst. fu?r Niederdt. Sprache",NULL,NULL
4360,360,NULL,"Instituto Cervantes",NULL,NULL
4361,361,NULL,"Landesinstitut fu?r Schule",NULL,NULL
4363,363,DE-Bre11,"MPI Marine Mikrobiol <Bre 11>",NULL,NULL
4364,364,NULL,"DEG Bremen",NULL,NULL
4365,365,DE-Bre1,"Staatsarchiv Bremen <Bre 1>",NULL,NULL
4368,368,NULL,"FK Maria Schnee Prag",NULL,NULL
4369,369,NULL,"Heimatkundl. Museum Schlan",NULL,NULL
4370,370,DE-1373,"Hamburg HCU ",bdu?,BEGKMSVX
4370/0001,370,DE-1373,"Hamburg HCU ",bdu?,BEGKMSVX
4370/0002,370,DE-1373,"Hamburg HCU ",bdu?,BEGKMSVX
4371,371,NULL,"Museen in Schleswig-Holstein",NULL,NULL
4372,672,NULL,"OPAL Niedersachsen",NULL,NULL
4373,660,NULL,"Nds. Mu?nzkabinett",NULL,NULL
4375,375,NULL,"DZA Berlin <B 1562>",NULL,NULL
4376,376,NULL,"Kath.HS Sozialw. Berlin <B 2224>",NULL,NULL
4377,377,NULL,"ESMT Berlin",NULL,NULL
4378,378,NULL,"Ev. Missionswerk Hamburg <H 370>",NULL,NULL
4379,379,DE-Hs2,"Das Gleimhaus <Hs 2>",NULL,NULL
4380,380,DE-B1570,"Berlin HertieSchool",bdu?,BEGKMSVX
4380/7000,380,DE-B1570,"Berlin HertieSchool",f?,BEGKMSVX
4381,381,NULL,"GEOMAR Kiel <Ki 109>",NULL,NULL
4381/0001,381,DE-Ki109,"Kiel GEOMAR Bibl.West,Westufer <Ki 109>",bdu?,BEGKMVX
4381/0002,381,DE-Ki130,"Kiel GEOMAR Bibl.Ost,Ostufer <Ki 130>",bdu?,BEGKMVX
4381/7001,381,DE-Ki109,"Kiel GEOMAR Bibl.West,Westufer <Ki 109>",bdu?,BEGKMSVX
4382,382,NULL,"UB Rostock Bibliographie",NULL,NULL
4383,383,NULL,"Fachinformationsverbund IBLK",NULL,NULL
4383/0001,383,NULL,"Otto-Suhr-Institut Berlin",NULL,NULL
4383/0002,383,NULL,"Osteuropa-Institut FU Berlin",NULL,NULL
4383/0003,383,NULL,"Institut fu?r Auslandsbeziehung",NULL,NULL
4383/0004,383,NULL,"BICC Bonn",NULL,NULL
4383/0005,383,NULL,"Dt. U?bersee-Institut Hamburg",NULL,NULL
4383/0006,383,NULL,"ECMI Flensburg",NULL,NULL
4383/0007,383,NULL,"DGAP Berlin",NULL,NULL
4383/0008,383,NULL,"HSFK Frankfurt",NULL,NULL
4383/0009,383,NULL,"GIGA Fachbibl. Lateinamerika",NULL,NULL
4383/0010,383,NULL,"GIGA Fachbibliothek Afrika",NULL,NULL
4383/0011,383,NULL,"GIGA Fachbibliothek Asien",NULL,NULL
4383/0012,383,NULL,"Deutsches Orient-Institut",NULL,NULL
4383/0013,383,NULL,"IFSH Hamburg",NULL,NULL
4383/0014,383,NULL,"Deutsch-Franzo?sisches Institut",NULL,NULL
4383/0015,383,NULL,"Su?dost-Institut Mu?nchen",NULL,NULL
4383/0016,383,NULL,"Stiftung Wissenschaft u. Politik",NULL,NULL
4383/0019,383,NULL,"GIGA Fachbibliothek Nahost",NULL,NULL
4386,386,NULL,"Bibl. Wirtschaftswiss. Bochum",NULL,NULL
4387,387,NULL,"Juristische Bibl.,Uni Bochum",NULL,NULL
4388,388,NULL,"Historische Bibl.,Uni Bochum",NULL,NULL
4389,389,NULL,"Bibl. Landesschule Pforta",NULL,NULL
4391,391,NULL,"Germ.Nationalmus.Nuernb. <N 1>",NULL,NULL
4393,393,NULL,"WZ Berlin fu?r Sozfor. <B 1543>",NULL,NULL
4404,548,DE-1821,"Bergen StB",bdu?,BEGKMSVX
4410,410,DE-Hal2,"Haldensleben StuKrsB",bdu?,BEGKMSVX
4438,438,DE-1357,"Brotterode StB",bdu?,BEGKMSVX
4439,439,DE-Brg1,"Burg/Magdebg. StB",bdu?,BEGKMSVX
4447,447,DE-1236,"Hermsdorf StB",bdu?,BEGKMSVX
4448,448,DE-1855,"Wiesmoor StB",bdu?,BEGKMSVX
4452,452,DE-1829,"Isenbüttel StB",bdu?,BEGKMSVX
4459,459,NULL,"GB Tabarz",bdu?,BEGKMSVX
4460,460,DE-We4,"Wernigerode StB",bdu?,BEGKMSVX
4466,466,DE-1225,"Bad Frankenhausen StB",bdu?,BEGKMSVX
4473,473,NULL,"StB Wasungen",bdu?,BEGKMSVX
4476,476,DE-1356,"Breitungen GB",bdu?,BEGKMSVX
4477,477,DE-1358,"Gerstungen StB",bdu?,BEGKMSVX
4484,484,DE-1235,"Apolda StB",bdu?,BEGKMSVX
4487,487,DE-1353,"Bad Blankenburg StB",bdu?,BEGKMSVX
4488,488,NULL,"GB Bad Klosterlausnitz",bdu?,BEGKMSVX
4490,490,NULL,"StB Bad Liebenstein",bdu?,BEGKMSVX
4500,500,DE-Ca2,"Calbe StB",bdu?,BEGKMSVX
4505,505,DE-1355,"Kölleda StB",bdu?,BEGKMSVX
4508,508,DE-1242,"Leinefelde-Worbis StB",bdu?,BEGKMSVX
4511,511,NULL,"StB Lucka",bdu?,BEGKMSVX
4512,512,NULL,"GB Marksuhl",bdu?,BEGKMSVX
4514,514,DE-1220,"Meuselwitz/Thür. StB",bdu?,BEGKMSVX
4516,516,NULL,"Medienzentrum Mu?hlhausen",bdu?,BEGKMSVX
4517,517,DE-1354,"Neustadt/Orla StB",bdu?,BEGKMSVX
4521,521,DE-1241,"Pößneck StB",bdu?,BEGKMSVX
4522,522,NULL,"StB Ro?mhild",bdu?,BEGKMSVX
4523,523,DE-1221,"Ronneburg StB",bdu?,BEGKMSVX
4525,525,DE-1227,"Ruhla StB",bdu?,BEGKMSVX
4526,526,NULL,"GB Seebach",bdu?,BEGKMSVX
4529,529,NULL,"StB Stadtilm",bdu?,BEGKMSVX
4530,530,NULL,"StB Stadtroda",bdu?,BEGKMSVX
4532,532,DE-1352,"Steinbach-Hallenberg StB",bdu?,BEGKMSVX
4534,534,DE-1894,"Tambach-Dietharz StB",bdu?,BEGKMSVX
4536,536,NULL,"StB Neukloster",NULL,NULL
4538,538,NULL,"StB Waltershausen",bdu?,BEGKMSVX
4540,540,DE-Zm4,"Zella-Mehlis StuKrsB",bdu?,BEGKMSVX
4547,547,NULL,"StB Gommern",bdu?,BEGKMSVX
4553,553,DE-1839,"GB Weyhe <1839>",NULL,NULL
4554,554,DE-1909,"Droyßig GB",bdu?,BEGKMSVX
4558,558,NULL,"StB Hadmersleben",bdu?,BEGKMSVX
4564,564,DE-1896,"StB Kro?pelin <1896>",NULL,NULL
4577,577,DE-Stf3,"Staßfurt StuRegB",bdu?,BEGKMSVX
4580,580,DE-1816,"StB Wismar <1816>",NULL,NULL
4594,594,NULL,"Fachakademie Magdeburg",bdu?,BEGKMSVX
4596,596,DE-1285,"Hude/Oldenb. GB",bdu?,BEGKMSVX
4597,597,DE-Y11,"Orient-Institut Istanbul <Y 11>",NULL,NULL
4598,598,NULL,"ZB Sport Ko?ln <Kn 41>",NULL,NULL
4599,599,NULL,"BFAFI Hamburg <H 140>",NULL,NULL
4600,600,NULL,"Ostseeforsch. Warnemu?nde <Wa 1",NULL,NULL
4601,601,NULL,"ZMAW Hamburg <18/306>",NULL,NULL
4603,603,NULL,"Ev. Hochsch. Berlin <B 1556>",NULL,NULL
4605,605,NULL,"Institute Cultural Inquiry Berli",NULL,NULL
4606,606,NULL,"Stiftung Topographie des Terrors",NULL,NULL
4606/0001,606,NULL,"Dok.-forschung NS-Zwangsarbeit",NULL,NULL
4607,607,DE-H373,"Hamburg Inst.Theolog.Frieden",bdu?,BEGKMSVX
4610,610,NULL,"Archido Bremen",NULL,NULL
4613,613,NULL,Leibniz-Bibliographie,NULL,NULL
4616,616,DE-Hil8,"CWM Hildesheim <Hil 8>",NULL,NULL
4617,617,NULL,"Leibniz Akademie Hannover",NULL,NULL
4618,618,DE-B1582,"FKBF Berlin",NULL,NULL
4619,619,NULL,"DBU Osnabrueck <Os 8>",NULL,NULL
4620,620,NULL,VD17-Redaktion,NULL,NULL
4629,629,NULL,"Bibl. des Ruhrgebiets <Bm 3>",NULL,NULL
4631,631,NULL,"Bibl. d. HS Niederrhein <829>",NULL,NULL
4634,634,NULL,"SBuK Sommerpalais <Gz 1>",NULL,NULL
4644,644,NULL,"Ju?dische Bibliothek Hannover",NULL,NULL
4645,645,NULL,"SUB HH Bibliographie",NULL,NULL
4646,646,DE-Rhn2,"Mathias Hochschule Rheine <Rhn 2",NULL,NULL
4647,647,DE-Bre14,"Bremen Zentr. Tropenökologie",bdu?,BEGKMSVX
4648,648,DE-1832,"European Business School <1832>",NULL,NULL
4649,649,NULL,"Pommersche Bibliothek Stettin",NULL,NULL
4651,651,NULL,"Halberstadt Bibliotheken",NULL,NULL
4653,653,NULL,IQSH,NULL,NULL
4654,654,NULL,"ADS Berlin",NULL,NULL
4655,655,NULL,"BKGE  Oldenburg",NULL,NULL
4656,656,NULL,"Hannah-Arendt Bibliothek",NULL,NULL
4657,657,DE-Bre12,"Forschungsst. Osteuropa <Bre 12>",NULL,NULL
4658,658,NULL,"Iranische Bibliothek Hannover",NULL,NULL
4659,659,NULL,"Chinesische Leihbu?cherei F.M.C",NULL,NULL
4662,662,DE-Sta5,"Stade Landschaftsverband",bdu?,BEGKMSVX
4663,663,DE-B1594,"Wissenschaftskolleg Berlin",NULL,NULL
4673,673,DE-H376,"KLU Hamburg <H 376>",NULL,NULL
4674,674,NULL,"Niedersa?chsische Bibliographie",NULL,NULL
4675,675,NULL,"Stadtarchiv Hansestadt Stade",NULL,NULL
4677,677,NULL,"Stadtarchiv Celle",NULL,NULL
4678,678,DE-Ner1,"Ruppiner Kliniken <Ner 1>",NULL,NULL
4680,680,DE-Zw1,"Zweibru?cken LBZ Rheinl.-Pfalz",NULL,NULL
4681,681,NULL,"Deutsche Reiterliche Vereinigung",NULL,NULL
4682,682,NULL,"Stiftsbibliotheken Zeitz",NULL,NULL
4685,685,DE-M477,"MPI SR Mu?nchen",NULL,NULL
4686,686,DE-Kon4,"HTWG Konstanz <Kon 4>",NULL,NULL
4687,687,NULL,"Asklepios Medical School",NULL,NULL
4688,688,DE-Ma33,"Kulturhist. Museum Magdeburg",NULL,NULL
4689,689,NULL,DZNE,NULL,NULL
4690,690,NULL,"Archiv Landkreis Cuxhaven",NULL,NULL
4704,704,DE-1374,"Kath. O?B St. Georg <1374>",NULL,NULL
4752,752,DE-Y4,"MPI Psycholinguistik <Y 4>",NULL,NULL
4753,753,DE-M124,"Bundesfinanzhof Mu?nchen <M 124",NULL,NULL
4790,790,NULL,"Freie Hansestadt Bremen ZD",NULL,NULL
4792,792,NULL,"Naturalis Library Leiden",NULL,NULL
4793,793,NULL,"Natural History Museum London",NULL,NULL
4794,794,NULL,RBGE,NULL,NULL
4795,795,NULL,"NKM Berlin",NULL,NULL
4796,796,NULL,RBINS,NULL,NULL
4797,797,NULL,NBGB,NULL,NULL
4798,798,NULL,SIL,NULL,NULL
4799,799,NULL,UH-Viiki,NULL,NULL
4801,801,NULL,RBZS,NULL,NULL
4802,802,NULL,RMCA,NULL,NULL
4999,243,NULL,Arbeitsbibliothek,NULL,NULL
5008,232,NULL,"KB Den Haag",NULL,NULL
5084,626,NULL,"PH Freiburg <Frei 129>",NULL,NULL
5090,622,NULL,"Berufsakademie Mannheim",NULL,NULL
5371,14,NULL,"GIGA-IZ Fachbibl. Nahost <H371>",NULL,NULL
5886,886,NULL,"Clio Zeitgeschichte-online",NULL,NULL
5887,887,NULL,"Clio StaBi Berlin",NULL,NULL
5888,888,NULL,"Clio BBF Berlin",NULL,NULL
5889,889,NULL,"Clio UB Dortmund",NULL,NULL
5890,890,NULL,Clio,NULL,NULL
5891,891,NULL,"ViFa Almisbah",NULL,NULL
5892,892,NULL,"ViFa Veterina?rmedizin",NULL,NULL
5893,893,NULL,"ViFa Finnougristik",NULL,NULL
5894,894,NULL,"ViFa BBI",NULL,NULL
5895,895,NULL,"ViFa Mathematik",NULL,NULL
5896,896,NULL,"ViFa Geowissenschaften GeoLeo",NULL,NULL
5897,897,NULL,"ViFa Forstwissenschaften",NULL,NULL
5898,898,NULL,"ViFa Anglo American Literature",NULL,NULL
5899,899,NULL,"ViFa Anglo American History",NULL,NULL
6001,1001,NULL,TestILN1001,NULL,NULL
8293,350,NULL,"Deutsche Historische Institute",NULL,NULL
8293/0001,350,NULL,"DHI Warschau",NULL,NULL
8293/0002,350,NULL,"DHI Rom",NULL,NULL
8293/0003,350,NULL,"DHI Paris",NULL,NULL
8293/0004,350,NULL,"DHI Washington",NULL,NULL
8296,608,NULL,"KFKI Hamburg",NULL,NULL
8306,179,DE-B4,"Berlin AdW B",bdu?,BEGKMSVX
8357,638,NULL,"UB Koblenz Landau <Lan 1>",NULL,NULL
8380,630,NULL,"StLB Dortmund <60>",NULL,NULL
8383,454,DE-1903,"StB Mu?cheln <1903>",NULL,NULL
8400,701,NULL,"Region Bayern",NULL,NULL
8400/0001,701,NULL,"Studienbib. Dillingen  <Di 1>",NULL,NULL
8400/0002,701,NULL,"StB Bamberg <22>",NULL,NULL
8400/0003,701,NULL,"Staatl. Bibl. Amberg <54>",NULL,NULL
8400/0004,701,NULL,"SB Ansbach <127>",NULL,NULL
8400/0005,701,NULL,"Staatl. Bibliothek Passau <154>",NULL,NULL
8400/0006,701,NULL,"FHB Ingolstadt <573>",NULL,NULL
8400/0007,701,NULL,"FH Coburg <858>",NULL,NULL
8400/0008,701,NULL,"FH Kempten <859>",NULL,NULL
8400/0009,701,NULL,"FH Rosenheim <861>",NULL,NULL
8400/0010,701,NULL,"FH Regensburg <898>",NULL,NULL
8400/0011,701,NULL,"FH Weihenstephan,FB LUU <1029>",NULL,NULL
8400/0012,701,NULL,"FH Amberg/Oberpfalz <1046>",NULL,NULL
8400/0013,701,NULL,"FH Amberg-Weiden <1047>",NULL,NULL
8400/0014,701,NULL,"FHB Neu-Ulm <1049>",NULL,NULL
8400/0015,701,NULL,"FH Deggendorf <1050>",NULL,NULL
8400/0016,701,NULL,"FH Mu?nchen <M 347>",NULL,NULL
8460,621,NULL,"Dt. Inst.Int. Pa?d. For. <B 478",bdu,BEGKMSVX
8483,474,DE-1238,"Gotha StB",bdu?,BEGKMSVX
8484,427,DE-Gz6,"Greiz StuKrsB",bdu?,BEGKMSVX
8485,503,DE-1237,"Ilmenau StB",bdu?,BEGKMSVX
8488,519,DE-No10,"Nordhausen StB",bdu?,BEGKMSVX
8494,528,DE-Sob11,"Sonneberg StB",bdu?,BEGKMSVX
8499,571,DE-Zev1,"Zeven StB",bdu?,BEGKMSVX
8503,587,DE-1247,"Papenburg Ev.ÖB",bdu?,BEGKMSVX
8504,509,DE-1098,"Georgsmarienhütte KÖB",bdu?,BEGKMSVX
8522,428,DE-Wm1,"Wolmirstedt StB",bdu?,BEGKMSVX
8541,313,NULL,"UB Cottbus <Co 1>",bdu,BEGKMSVX
8541/0001,313,NULL,"UB Cottbus KOBV-Test",NULL,NULL
8552,430,DE-1910,"Bad Dürrenberg StB",bdu?,BEGKMSVX
8556,465,DE-Wol4,"Bitterfeld-Wolfen StB",bdu?,BEGKMSVX
8556/0001,465,DE-Wol4,"Bitterfeld-Wolfen StB",bdu?,BEGKMSVX
8556/0002,465,DE-Wol4,"Bitterfeld-Wolfen StB",bdu?,BEGKMSVX
8563,432,DE-Sho3,"Schönebeck/E StB",bdu?,BEGKMSVX
8574,513,DE-Shw28,"StB Parchim <Shw 28>",NULL,NULL
8575,425,DE-1202,"StB Wittmund <1202>",NULL,NULL
8601,445,DE-1168,"StB Bremervo?rde <1168>",NULL,NULL
8608,433,DE-San4,"Sangerhausen StB",bdu?,BEGKMSVX
8612,572,DE-1186,"Fahrbu?cherei Cuxhaven <1186>",NULL,NULL
8624,437,NULL,"Musikbibl. Michaelstein <We 14>",NULL,NULL
8654,434,DE-We6,"StB Blankenburg <We 6>",NULL,NULL
8663,588,DE-1174,"Aurich StB",bdu?,BEGKMSVX
8677,450,DE-1883,"Schortens StB",bdu?,BEGKMSVX
8683,201,NULL,"FA BW Wasser. Geophy. <Ki 131>",bdu?,ABEKTVX
8713,451,DE-1213,"StB Holzminden <1213>",bdu?,BEGKMSVX
8744,464,DE-1119,"GB Hollenstedt <1119>",NULL,NULL
8745,414,DE-1243,"StB Einbeck <1243>",NULL,NULL
8758,441,DE-1897,"StB Coswig <1897>",bdu?,BEGKMSVX
8780,583,DE-1134,"GB Hesel <1134>",NULL,NULL
8781,546,DE-1188,"Wendeburg KrsB",bdu?,BEGKMSVX
8849,591,DE-1372,"Hohenhameln KrsB",bdu?,BEGKMSVX
8865,539,DE-1223,"Worbis StB",bdu?,BEGKMSVX
8905,70,NULL,"TIBORDER PG SI",NULL,NULL
8906,70,NULL,"TIBORDER PG FU",NULL,NULL
8907,70,NULL,"TIBORDER PG IT",NULL,NULL
8908,70,NULL,"TIBORDER PG IV",NULL,NULL
8909,70,NULL,"TIBORDER PG TM",NULL,NULL
8910,70,NULL,"TIBORDER PG FH",NULL,NULL
9011,627,NULL,"FH Leipzig <L 189>",bdu?,BEGKMSVX
9015,19,NULL,ZRSE,NULL,NULL
9052/7000,602,DE-Gt1,"D-D Geesthacht HZG <Gt 1>",f?,BEGKMSVX
9083,628,NULL,"FH Konstanz <Kon 4>",NULL,NULL
9511,641,NULL,"O?sterreichische NB Wien",bdu?,BEGKMSVX
9551,261,NULL,"Herder-Institut <Mb 50>",NULL,NULL
9712,624,NULL,"Westsaechs. Hochschule Zwickau",NULL,NULL
9831,166,NULL,CERL,NULL,NULL
9835,676,NULL,"Stiftung PSG",NULL,NULL
9870,650,NULL,HSBN,NULL,NULL
9870/0001,650,NULL,"Fritz-Ko?hne Schule",NULL,NULL
9870/0002,650,NULL,"Schule Rungwisch",NULL,NULL
9870/0003,650,NULL,"Schule An der Glinder Au",NULL,NULL
9870/0004,650,NULL,"Gesamtschule Allermo?he",NULL,NULL
9870/0005,650,NULL,Otto-Hahn-Schule,NULL,NULL
9870/0006,650,NULL,Ida-Ehre-Schule,NULL,NULL
9870/0007,650,NULL,"Gymnasium Bornbrook",NULL,NULL
9870/0008,650,NULL,"Gymnasium Hamm",NULL,NULL
9870/0009,650,NULL,"Goethe Gymnasium",NULL,NULL
9875,706,DE-Bo1,LVR,NULL,NULL
9990,1111,NULL,"CBS Trainingsbibliothek",NULL,NULL
